	mut10	mut10	mut1	mut1	mut2	mut2	mut3	mut3	mut4	mut4	mut5	mut5	mut6	mut6	mut7	mut7	mut8	mut8	mut9	mut9
cell37	0	49	13	35	44	0	38	15	39	5	51	0	50	0	52	0	75	3	48	0
cell38	0	47	47	0	48	0	52	2	56	0	50	0	49	0	47	1	40	0	9	46
cell39	0	53	16	37	27	20	47	4	38	4	43	1	58	2	54	0	46	0	43	0
cell40	0	47	23	26	51	0	53	0	58	0	37	1	50	0	62	0	42	0	51	0
cell41	0	43	8	40	50	0	11	40	48	0	54	0	37	0	41	0	51	0	42	2
cell42	0	49	5	49	45	0	16	43	51	0	26	24	53	3	64	0	52	0	47	0
cell43	0	47	52	0	48	0	49	0	62	0	48	0	49	0	56	0	49	0	11	43
cell44	0	49	4	58	44	0	27	21	52	0	34	16	41	9	37	13	49	0	48	0
cell45	0	53	7	39	53	1	37	17	35	0	42	11	50	3	30	2	48	0	38	4
cell46	0	30	6	42	37	1	36	11	56	0	42	3	45	2	40	0	53	1	49	0
cell47	0	58	37	22	52	0	28	4	60	0	46	0	51	1	55	0	41	2	47	0
cell48	0	46	4	42	47	0	11	36	43	0	26	22	52	10	49	0	54	0	55	0
cell49	0	52	12	25	44	0	40	0	49	0	59	0	57	0	48	0	63	0	54	0
cell50	0	43	7	41	51	0	42	0	56	0	61	0	52	0	53	0	35	5	53	3
cell51	0	35	4	41	62	0	10	43	49	0	31	22	29	24	44	8	48	0	49	0
cell52	0	45	1	39	18	21	57	0	28	17	56	0	52	0	42	1	53	0	56	0
cell53	0	61	38	4	54	0	55	0	48	2	58	0	49	0	47	0	49	0	52	4
cell54	0	48	19	35	52	0	40	15	33	0	43	0	51	0	50	0	41	0	49	0
cell55	0	45	1	43	49	0	13	56	63	0	30	16	47	0	47	0	46	0	48	4
cell56	0	52	10	42	51	0	22	47	36	0	18	34	38	8	39	0	51	0	35	0
cell57	0	52	1	55	60	4	57	0	38	21	54	0	47	0	55	0	44	0	51	0
cell58	0	49	44	0	48	0	36	0	56	0	55	0	60	0	47	0	44	3	22	33
cell59	0	52	47	0	61	0	43	0	24	1	42	0	44	10	59	0	51	0	48	0
cell60	0	48	5	37	30	20	47	0	25	25	61	0	50	0	50	0	28	9	41	0
cell61	0	45	0	36	31	10	47	0	27	14	47	0	59	0	62	0	61	0	47	0
cell62	0	57	5	48	37	8	50	0	17	36	42	0	51	0	60	0	40	6	44	0
cell63	1	52	33	7	30	17	45	1	51	0	46	1	47	0	58	0	38	0	41	0
cell64	1	42	20	33	3	41	45	0	70	0	62	0	40	6	51	0	45	0	49	0
cell65	0	47	44	3	45	1	54	3	42	0	49	0	42	0	57	0	47	0	52	0
cell66	1	51	4	39	56	0	15	34	52	0	27	16	43	4	38	4	55	0	65	0
cell67	0	52	6	49	46	11	49	4	33	24	34	0	41	0	45	0	46	1	61	1
cell68	0	43	38	5	55	0	39	0	56	0	52	0	54	8	58	0	59	0	58	0
cell69	0	56	9	41	28	21	34	0	40	0	59	0	50	0	53	0	60	0	48	0
cell70	6	44	50	0	58	0	56	0	41	0	48	0	52	3	42	0	44	2	44	1
cell71	0	48	51	1	46	0	34	2	47	0	53	0	57	0	52	0	45	0	37	18
cell72	0	36	39	0	47	0	54	0	39	0	52	0	44	4	48	1	49	0	64	0
cell73	0	48	0	37	46	4	47	8	52	0	40	15	28	1	41	0	59	0	49	0
cell74	0	58	20	27	56	3	54	0	41	0	49	5	46	0	39	0	46	1	52	1
cell75	0	49	24	20	48	12	38	5	51	0	54	6	56	0	52	0	52	1	51	0
cell76	0	44	7	45	57	0	32	26	56	0	23	30	31	11	46	3	39	0	31	4
cell77	0	52	1	44	59	0	1	51	40	1	32	18	52	0	47	0	51	0	42	0
cell78	0	51	11	41	38	1	47	1	42	0	47	0	53	0	46	0	52	0	58	0
cell79	0	53	39	22	60	0	29	22	60	0	62	16	41	0	37	4	53	0	59	0
cell80	0	50	10	37	31	17	63	1	54	0	47	0	44	0	55	0	40	0	50	0
cell81	0	55	10	33	55	0	40	0	41	0	39	0	43	1	56	0	45	0	49	0
cell82	1	55	0	47	58	0	14	32	42	0	15	37	38	12	51	0	48	0	40	0
cell83	0	46	59	0	57	0	55	0	52	0	51	9	55	1	50	1	34	0	53	0
cell84	0	48	42	3	39	2	49	0	49	0	49	0	49	1	51	0	47	0	41	1
cell85	0	62	44	1	49	0	55	0	52	0	56	0	59	0	46	3	46	0	6	44
cell86	0	47	28	23	52	0	41	17	50	0	40	12	61	0	52	0	66	0	60	0
cell87	4	59	17	29	42	1	19	16	42	0	50	0	48	0	50	0	60	6	42	0
cell88	0	53	23	29	50	0	52	0	45	0	41	0	50	0	43	0	45	3	60	0
cell89	0	43	6	49	38	10	53	0	32	22	60	0	54	0	49	0	55	0	45	1
cell90	0	60	50	3	49	0	40	0	54	0	37	0	49	0	46	1	48	0	45	0
cell91	0	53	33	17	28	23	51	0	45	0	39	1	49	0	51	1	54	0	45	0
cell92	1	44	7	29	59	0	7	40	46	0	21	26	46	0	49	0	51	0	56	0
cell93	1	42	11	36	53	0	11	30	49	1	40	24	47	0	38	3	50	4	60	0
cell94	0	49	5	44	50	2	56	0	36	19	55	2	57	3	50	2	24	25	50	0
cell95	1	53	55	0	56	0	51	0	47	0	48	0	49	0	53	0	61	0	12	31
cell96	0	46	63	0	47	8	47	0	58	0	46	0	45	0	47	0	49	0	52	0
cell97	2	34	51	6	43	0	53	0	54	1	44	5	54	0	50	0	50	0	3	30
cell98	0	45	0	44	47	1	55	2	54	0	53	0	50	1	43	4	42	1	41	6
cell99	7	41	2	60	48	0	29	18	42	0	36	11	60	0	42	0	60	0	62	0
cell100	0	55	22	34	53	0	32	18	41	0	44	0	53	0	48	1	57	0	53	1
cell101	0	55	11	45	43	3	44	0	43	2	51	0	57	0	44	0	48	0	48	0
cell102	0	52	20	40	47	0	14	30	45	0	24	26	25	23	32	16	53	0	56	0
cell103	0	57	14	48	55	0	25	22	45	0	35	9	40	0	51	0	45	0	45	0
cell104	0	55	17	26	22	3	52	0	62	0	43	0	43	0	45	0	45	0	47	0
cell105	0	39	2	52	55	0	14	35	42	0	32	11	42	4	50	3	56	0	53	0
cell106	0	38	9	39	47	2	29	12	45	0	46	14	52	1	41	0	49	0	51	2
cell107	0	47	21	29	46	2	42	6	25	26	49	0	47	0	44	0	52	0	42	1
cell108	0	54	6	37	46	0	26	30	51	0	27	21	39	13	51	3	45	6	56	1
cell109	0	52	11	38	43	0	14	27	57	0	51	0	51	0	52	0	54	0	60	0
cell110	0	39	1	53	36	10	52	4	53	0	44	9	47	1	47	0	45	1	50	0
cell111	0	50	11	41	68	0	58	0	30	0	45	0	57	0	64	1	57	0	44	0
cell112	0	52	16	30	23	10	44	0	35	11	44	0	52	0	52	0	54	3	38	0
cell113	0	60	57	2	54	0	54	0	38	0	47	1	43	0	42	2	59	0	26	16
cell114	0	48	15	26	30	18	62	0	30	20	49	4	49	0	52	0	51	9	47	1
cell115	0	36	49	3	49	0	55	1	54	0	43	0	44	0	49	0	43	0	54	0
cell116	0	51	10	53	35	22	49	0	44	4	50	0	57	0	42	0	46	0	38	0
cell117	0	50	18	32	55	0	25	23	51	2	31	24	54	0	60	0	60	0	34	6
cell118	0	36	8	38	45	15	47	0	52	6	48	0	51	0	53	0	50	0	51	0
cell119	0	47	0	54	47	0	8	52	45	0	43	26	42	8	31	17	44	0	58	0
cell120	0	46	9	43	52	0	21	27	48	1	47	0	74	0	53	0	58	0	40	0
cell121	0	52	48	0	48	0	41	0	49	2	47	0	60	0	43	3	43	0	16	38
cell122	2	44	48	0	48	1	60	1	61	1	51	0	45	0	52	0	43	0	49	0
cell123	6	48	10	38	47	1	26	26	57	0	57	0	53	0	47	0	41	0	51	0
cell124	0	39	7	44	13	36	40	0	65	0	46	0	61	0	40	0	42	0	60	0
cell125	0	62	7	40	45	4	27	28	47	0	40	20	49	0	44	0	47	1	53	0
cell126	1	59	1	45	31	13	54	0	32	23	45	0	52	0	46	5	35	18	62	0
cell127	0	42	19	45	31	9	45	0	65	0	50	2	45	0	53	0	55	0	47	0
cell128	0	54	28	19	43	0	29	25	53	0	37	23	26	13	46	1	41	0	58	0
cell129	0	45	19	19	38	0	11	41	54	0	59	0	62	0	49	0	49	2	51	0
cell130	0	45	54	0	51	3	38	0	53	2	45	0	47	0	52	0	34	2	25	16
cell131	0	39	27	28	26	15	62	0	37	7	50	0	58	0	42	5	41	2	56	0
cell132	0	59	28	16	39	9	50	0	40	7	43	0	41	0	47	0	47	3	51	1
cell133	0	33	55	0	41	0	51	2	44	0	43	0	37	7	37	0	50	0	75	0
cell134	0	60	3	36	55	0	10	42	55	0	25	23	43	7	51	0	47	0	40	0
cell135	0	46	51	0	55	0	54	0	45	0	57	0	51	5	58	0	42	2	44	0
cell136	0	50	0	51	50	0	7	56	33	0	22	25	40	19	40	13	35	1	49	0
cell137	0	45	7	39	54	0	11	39	47	0	42	12	35	12	51	4	56	6	41	0
cell138	0	49	10	39	30	22	51	0	47	0	51	0	47	0	42	0	63	0	42	1
cell139	4	41	26	26	27	16	41	0	31	6	43	0	54	0	56	4	48	0	51	0
cell140	1	42	26	31	35	3	52	0	22	31	50	0	44	0	42	4	68	0	59	0
cell141	0	60	9	42	48	0	53	0	51	1	42	0	58	0	41	2	42	1	60	0
cell142	0	46	13	35	56	0	27	29	44	0	26	31	26	40	31	6	48	0	45	0
cell143	0	49	25	36	47	8	43	2	23	27	45	0	58	0	66	0	39	5	50	0
cell144	0	52	12	47	31	2	66	0	37	8	53	0	63	1	37	0	36	0	64	0
cell145	0	54	18	28	50	4	55	3	28	31	51	0	51	2	48	0	36	5	47	0
cell146	0	48	38	15	45	0	26	37	42	0	61	3	49	5	45	0	54	0	56	0
cell147	0	63	6	49	39	9	50	3	13	35	43	0	54	0	49	0	37	12	52	0
cell148	0	53	24	22	52	3	53	0	40	8	40	0	58	0	52	0	43	0	38	0
cell149	0	50	47	1	59	0	42	0	48	0	35	1	31	3	51	0	56	0	41	7
cell150	0	67	36	17	52	0	34	15	53	0	54	0	60	0	47	0	56	1	54	0
cell151	9	38	5	44	27	8	66	0	18	25	48	0	40	1	62	0	40	20	43	0
cell152	1	33	21	38	41	3	30	20	47	0	48	0	53	0	47	0	52	0	40	1
cell153	0	40	1	41	39	12	29	18	51	0	42	15	43	9	46	0	53	0	48	0
cell154	0	39	20	31	36	10	48	0	30	21	49	2	63	0	55	0	46	0	60	0
cell155	0	52	17	39	43	14	55	0	26	27	38	6	40	0	44	0	40	9	36	0
cell156	0	35	47	0	41	0	50	0	61	2	47	0	40	0	42	3	53	0	17	33
cell157	3	57	10	45	55	0	13	30	58	0	34	21	41	12	45	1	55	0	54	0
cell158	0	51	50	0	49	0	57	1	63	0	43	0	46	1	54	0	52	0	47	0
cell159	0	51	42	0	52	0	50	0	46	0	51	2	63	0	49	2	54	0	47	0
cell160	0	52	24	18	53	0	36	4	34	0	45	0	48	0	48	0	57	0	52	0
cell161	1	55	18	40	47	2	15	32	39	0	20	25	32	18	35	8	61	0	43	2
cell162	0	54	27	14	35	8	45	0	32	8	35	6	54	0	44	0	59	0	37	0
cell163	0	50	52	0	51	0	62	0	54	1	52	0	50	1	49	0	37	0	51	0
cell164	0	52	25	28	46	0	16	31	51	0	22	34	53	0	52	0	49	0	49	0
cell165	0	52	13	37	47	5	46	0	34	11	43	0	68	2	55	0	51	0	38	0
cell166	0	56	50	0	53	0	44	1	52	0	60	3	44	1	48	3	44	0	53	0
cell167	0	44	22	31	42	1	51	0	26	31	58	1	62	0	60	0	42	8	41	0
cell168	0	39	1	38	48	2	15	38	67	0	29	12	37	9	41	2	68	0	46	0
cell169	0	39	52	0	53	0	46	0	55	1	45	0	45	0	59	0	50	0	48	0
cell170	1	66	13	35	45	0	41	14	60	0	32	10	47	1	44	0	51	0	51	0
cell171	0	44	41	0	50	0	56	2	58	0	52	0	39	0	43	2	50	0	31	7
cell172	0	48	20	32	51	0	20	19	55	0	52	2	41	0	80	0	50	0	52	0
cell173	0	49	13	38	59	0	44	11	53	1	40	0	49	0	52	2	55	0	57	0
cell174	3	55	3	43	57	4	60	0	51	0	43	0	42	0	61	0	47	0	47	0
cell175	11	40	0	40	48	0	19	30	46	0	44	8	43	0	42	0	56	0	46	0
cell176	0	38	53	0	45	0	42	2	46	0	45	0	69	0	43	0	55	0	58	1
cell177	0	49	2	48	41	10	50	0	31	15	43	0	54	0	53	0	24	13	47	1
cell178	0	37	37	15	50	0	47	2	51	0	48	0	42	0	58	0	53	0	45	0
cell179	0	47	1	42	47	3	11	29	55	0	22	25	57	0	39	0	59	0	39	0
cell180	11	43	16	28	55	0	35	27	42	5	29	24	27	15	60	0	53	0	52	0
cell181	2	69	7	47	40	8	50	0	38	11	58	0	54	0	52	4	32	3	51	1
cell182	0	42	11	32	42	0	10	33	57	0	20	23	21	22	38	17	49	0	35	0
cell183	4	38	11	41	60	0	13	38	65	0	15	36	30	16	30	5	38	0	39	0
cell184	0	58	13	21	27	18	62	0	17	31	59	0	41	0	55	0	33	18	46	0
cell185	0	40	23	36	50	1	42	0	54	0	46	0	43	0	46	9	45	0	57	0
cell186	0	51	0	45	36	7	48	0	41	6	51	0	52	2	48	2	48	0	67	0
cell187	3	50	12	36	35	18	54	0	50	0	40	0	40	0	48	0	43	0	46	0
cell188	3	38	1	38	57	0	9	36	37	0	20	21	20	35	34	13	51	0	48	0
cell189	0	54	39	7	61	0	47	0	62	0	51	2	52	0	54	3	50	0	46	2
cell190	0	63	14	31	49	5	51	0	44	20	41	0	40	1	61	0	67	0	48	1
cell191	0	64	11	42	46	0	12	35	51	0	55	1	53	0	61	0	48	0	49	0
cell192	0	37	7	32	46	0	6	50	48	0	24	33	57	10	53	0	44	0	52	0
cell193	0	49	7	60	24	20	45	1	26	21	50	0	38	0	57	0	43	1	55	1
cell194	0	47	2	57	20	27	56	0	43	2	43	0	43	0	49	0	53	0	45	0
cell195	0	41	13	34	58	0	20	32	51	0	38	11	51	4	40	0	48	0	54	0
cell196	0	41	9	43	58	0	6	35	51	0	19	30	38	5	49	0	56	0	52	0
cell197	1	57	2	58	45	1	16	26	54	0	12	33	43	9	38	18	36	1	55	0
cell198	0	56	56	0	58	0	44	0	46	0	42	0	60	0	52	0	47	0	36	3
cell199	0	62	49	0	49	1	52	0	57	0	46	0	57	0	47	0	60	0	41	0
cell200	0	55	29	20	43	0	51	0	53	0	62	3	50	2	58	3	47	0	54	0
cell201	0	57	43	0	46	0	53	0	43	0	38	0	47	0	52	0	37	0	12	26
cell202	5	50	18	43	37	10	43	0	57	0	38	0	36	0	56	0	46	4	46	0
cell203	2	48	23	27	45	0	46	0	49	0	53	0	55	1	50	0	52	0	38	0
cell204	1	53	2	49	45	8	45	6	46	6	44	4	39	0	52	1	51	0	49	0
cell205	0	41	21	32	48	0	24	23	49	0	11	36	44	0	38	4	56	0	51	0
cell206	0	49	63	0	49	0	59	0	45	0	47	2	51	0	50	0	47	0	58	0
cell207	2	38	0	51	48	0	24	42	59	0	16	31	26	26	53	0	57	0	50	0
cell208	0	44	11	39	40	3	51	0	22	21	54	0	53	0	53	1	42	8	49	0
cell209	1	57	3	49	70	0	10	34	63	0	5	44	25	23	28	27	55	0	53	0
cell210	0	47	4	38	55	0	24	26	35	0	48	10	44	0	59	0	52	0	40	3
cell211	0	49	9	42	49	3	53	0	29	24	55	0	43	0	47	0	51	0	50	0
cell212	1	46	14	29	53	1	20	23	36	2	9	44	34	16	36	8	62	0	45	0
cell213	0	45	28	27	27	16	43	0	48	0	54	1	45	0	43	0	55	0	48	0
cell214	0	55	22	23	46	0	32	17	56	2	49	0	43	0	50	0	64	1	45	0
cell215	0	52	48	0	34	0	55	0	50	0	45	0	52	0	41	0	51	0	46	0
cell216	0	51	4	49	57	0	19	31	35	1	34	25	19	32	23	23	53	3	52	0
cell217	2	39	10	35	55	0	25	24	47	0	41	10	32	0	45	0	54	0	50	6
cell218	0	60	11	36	50	0	8	33	49	0	42	0	41	0	45	0	41	0	47	0
cell219	0	50	13	24	62	0	38	7	52	0	30	15	37	7	47	4	38	0	42	0
cell220	0	35	11	34	42	0	14	26	57	0	38	16	11	31	45	5	50	1	56	0
cell221	0	45	15	40	51	0	34	15	44	0	43	2	52	1	39	0	56	1	49	0
cell222	0	51	4	47	45	0	4	54	40	1	26	36	23	21	29	13	51	0	51	0
cell223	0	58	45	0	47	1	49	0	42	0	39	1	51	0	61	0	47	0	47	1
cell224	0	50	13	28	43	0	9	35	47	0	20	31	34	22	52	0	49	0	49	0
cell225	0	48	9	37	49	0	17	40	51	0	27	12	35	5	40	12	56	0	42	0
cell226	2	40	16	20	44	0	47	9	55	0	46	0	54	0	69	0	54	0	44	0
cell227	0	42	4	52	51	0	41	0	52	3	48	0	42	0	49	0	47	0	44	0
cell228	1	63	2	45	37	0	26	21	32	0	23	16	43	16	43	1	51	0	53	0
cell229	1	32	8	31	50	0	19	27	57	0	36	15	43	9	38	1	52	0	37	0
cell230	0	48	18	31	59	0	15	28	46	2	32	10	40	14	41	2	43	0	43	0
cell231	0	54	8	45	37	13	47	0	41	11	59	0	50	1	53	0	46	2	50	0
cell232	1	44	2	44	39	7	50	0	11	34	37	0	51	0	41	0	52	0	65	0
cell233	0	40	19	51	44	0	26	24	45	1	28	31	45	13	46	0	41	0	51	0
cell234	0	46	16	34	52	1	15	30	50	0	44	13	37	8	59	0	43	0	43	0
cell235	1	37	16	34	18	33	51	2	45	0	51	0	53	0	50	3	44	0	36	0
cell236	0	50	12	28	41	12	59	0	44	0	62	0	57	0	49	0	56	0	44	0
cell237	0	51	8	46	42	0	15	23	53	0	24	27	27	13	51	0	49	0	65	1
cell238	0	57	3	49	57	0	7	33	46	0	24	23	18	35	26	25	49	2	55	0
cell239	0	47	1	63	40	0	6	37	60	0	15	20	18	27	55	0	51	0	55	0
cell240	0	43	42	1	52	0	42	0	51	0	52	0	52	0	52	0	46	0	46	0
cell241	0	50	17	33	44	6	23	31	49	0	36	4	18	28	55	2	48	0	57	0
cell242	0	44	42	0	47	4	46	0	49	0	44	0	54	0	53	0	47	0	44	11
cell243	0	45	10	30	43	1	26	15	55	0	56	6	53	0	44	0	59	3	53	0
cell244	1	48	11	42	37	4	51	0	25	16	54	0	53	0	49	0	25	29	48	0
cell245	0	49	15	26	50	6	52	0	54	4	37	0	49	0	47	0	46	9	52	0
cell246	0	41	34	16	36	0	61	0	47	0	56	0	50	3	41	1	44	0	50	0
cell247	2	44	56	0	47	0	55	0	57	0	45	0	52	0	52	0	57	0	54	0
cell248	0	46	8	42	55	0	27	26	51	0	27	25	39	3	42	4	55	2	57	0
cell249	0	55	23	18	31	0	35	26	42	0	47	0	43	0	52	0	55	0	46	4
cell250	0	44	38	3	53	0	50	0	62	0	50	0	68	0	55	0	50	0	0	42
cell251	0	54	48	0	55	0	58	0	39	0	50	0	53	0	58	0	50	0	45	4
cell252	3	46	0	48	22	25	42	0	49	5	65	0	58	0	46	0	52	0	57	0
cell253	2	42	4	36	64	0	13	30	51	0	9	44	19	22	53	0	47	0	62	0
cell254	0	42	10	45	46	1	40	0	30	19	53	1	29	0	52	0	46	0	35	2
cell255	1	56	47	1	52	1	51	0	44	0	50	0	41	0	42	0	47	0	47	0
cell256	0	54	4	43	46	0	28	18	50	0	30	20	51	0	44	0	45	0	46	3
cell257	0	38	2	45	52	0	4	41	39	1	31	15	39	7	54	0	56	0	56	0
cell258	0	56	20	35	55	13	55	0	47	0	52	1	37	0	50	0	43	2	49	0
cell259	0	43	2	57	51	4	64	0	16	39	45	0	35	0	37	0	38	17	50	0
cell260	1	59	7	43	51	0	4	54	63	0	25	21	31	11	57	0	44	0	56	0
cell261	0	53	50	0	40	0	57	0	46	0	35	0	53	0	47	1	51	0	52	2
cell262	1	42	5	50	18	36	42	1	58	0	54	0	50	0	52	0	48	0	49	0
cell263	5	40	34	14	56	0	64	0	41	0	47	0	42	0	54	6	55	0	56	0
cell264	0	56	3	41	49	0	21	32	43	0	31	3	50	0	56	0	60	0	50	3
cell265	6	43	10	29	44	0	18	29	42	0	56	0	56	0	48	0	50	0	43	0
cell266	0	45	47	1	55	3	37	0	53	0	63	1	53	0	50	0	51	0	41	3
cell267	0	53	23	19	33	19	46	0	47	2	38	0	49	0	55	0	44	0	46	3
cell268	0	48	1	54	41	1	14	33	54	0	15	32	36	40	38	1	48	0	50	0
cell269	0	44	8	53	39	12	52	0	49	6	41	1	52	0	40	0	48	2	41	0
cell270	0	50	54	0	43	0	47	0	44	0	47	0	57	1	52	0	65	0	27	5
cell271	0	49	10	45	47	0	31	22	46	0	26	22	54	0	46	0	64	0	43	0
cell272	0	48	44	2	33	0	46	0	54	0	59	0	62	0	44	0	55	0	60	0
cell273	0	59	44	0	60	0	40	0	53	0	56	0	46	8	48	1	42	0	48	0
cell274	0	42	16	44	48	0	47	9	57	0	44	3	51	0	50	0	51	1	50	0
cell275	2	50	12	26	57	0	35	22	50	0	36	13	57	0	43	0	50	0	46	0
cell276	0	52	3	51	41	0	27	28	55	0	62	0	48	0	46	0	48	0	54	0
cell277	0	63	7	46	45	0	18	42	44	0	21	22	42	5	61	0	63	0	54	0
cell278	0	37	50	0	41	0	52	4	52	0	48	1	49	0	35	0	52	0	53	0
cell279	0	52	53	2	49	0	47	0	42	1	44	10	58	0	61	0	53	0	23	24
cell280	0	41	4	47	27	29	48	0	41	0	48	0	54	0	59	0	37	11	42	0
cell281	0	44	40	0	47	1	53	0	45	0	51	0	49	0	49	0	52	3	7	29
cell282	0	48	22	23	51	0	24	31	55	0	53	0	54	3	39	0	49	0	38	0
cell283	0	53	27	27	46	11	35	1	29	15	45	0	53	1	49	0	36	23	41	0
cell284	1	52	12	39	61	0	45	1	51	0	35	0	46	2	47	0	46	3	50	0
cell285	1	55	50	0	45	0	41	0	48	0	46	0	65	0	57	0	48	0	37	18
cell286	0	48	13	42	56	0	43	0	60	0	38	0	60	0	51	0	41	0	53	4
cell287	0	46	4	38	53	0	18	47	49	0	19	30	31	4	44	2	39	1	56	0
cell288	0	49	4	44	61	0	25	26	56	0	33	28	29	15	53	1	52	0	46	0
cell289	1	46	7	34	63	0	34	20	54	0	37	9	37	0	54	1	47	1	47	1
cell290	0	50	10	42	57	0	19	48	52	0	52	0	45	0	56	2	47	1	42	0
cell291	0	58	27	24	26	15	45	0	57	3	56	0	52	0	47	0	45	0	52	0
cell292	0	56	5	42	56	3	50	2	35	12	36	0	52	0	63	0	43	0	44	0
cell293	0	64	0	52	51	2	55	0	21	33	43	0	48	0	41	1	57	0	51	0
cell294	0	42	4	39	28	19	46	0	45	0	56	1	39	0	56	0	52	0	42	0
cell295	5	33	11	28	55	4	37	18	47	0	23	29	43	1	60	5	45	0	57	0
cell296	0	54	6	51	45	14	50	0	52	1	47	0	45	0	42	0	59	0	49	0
cell297	6	30	16	29	43	0	23	28	60	0	37	20	53	0	39	0	58	0	36	0
cell298	0	52	26	21	46	1	28	29	61	0	43	17	40	4	57	0	41	0	46	0
cell299	0	61	6	37	42	0	63	0	64	1	48	0	47	0	46	0	37	0	43	0
cell300	0	44	4	54	46	0	54	0	53	0	48	3	48	0	41	0	51	0	46	0
cell301	0	58	60	2	58	0	33	0	48	0	61	1	61	0	49	1	45	0	5	39
cell302	1	39	21	37	44	1	13	31	46	0	8	41	43	11	40	11	55	0	50	0
cell303	0	50	4	49	35	14	50	0	21	35	40	0	47	6	54	0	39	10	52	0
cell304	3	43	8	44	41	2	62	2	46	3	48	0	50	0	65	0	44	0	57	1
cell305	0	65	6	42	46	0	44	6	44	1	43	4	47	0	34	3	48	5	51	0
cell306	0	61	2	43	44	2	41	0	31	18	49	0	55	0	44	0	48	2	67	0
cell307	0	53	21	25	63	0	21	25	42	0	37	7	47	3	58	0	40	0	46	0
cell308	0	40	16	35	50	0	50	0	55	0	52	0	42	1	46	0	61	0	41	0
cell309	0	51	46	0	51	0	50	0	61	0	39	1	50	0	57	0	41	6	34	12
cell310	0	50	12	38	38	9	16	46	42	0	33	21	29	13	38	0	49	0	44	1
cell311	0	38	46	0	42	0	37	0	58	0	45	0	60	0	50	0	49	0	18	37
cell312	0	54	3	38	47	0	26	5	52	0	43	1	47	0	51	2	44	0	44	0
cell313	0	49	14	31	39	1	46	0	41	0	50	0	47	0	45	1	55	1	59	1
cell314	0	48	10	47	19	35	50	5	30	19	57	0	56	0	49	0	44	0	43	0
