,mut15,mut1,mut2,mut3,mut4,mut5,mut6,mut7,mut8,mut9,mut10,mut11,mut12,mut13,mut14
cell105,67,40,46,52,43,42,48,52,46,48,47,56,53,40,52
cell106,42,34,58,44,60,60,51,44,60,49,58,47,54,41,51
cell107,60,48,41,55,47,55,49,47,59,43,51,48,48,47,59
cell108,54,44,51,48,53,46,46,54,48,51,37,46,47,49,47
cell109,64,39,42,62,52,51,46,60,54,32,53,57,45,53,47
cell110,62,41,39,53,58,51,46,46,47,50,46,56,41,59,39
cell111,47,47,45,63,46,53,57,62,47,42,48,51,59,51,54
cell112,60,66,53,52,54,40,48,43,45,56,40,47,61,54,63
cell113,48,49,41,54,45,48,51,51,51,45,41,45,50,40,52
cell114,63,58,55,34,50,52,58,54,45,47,53,61,51,56,52
cell115,51,55,40,45,52,51,57,50,42,58,54,44,65,58,46
cell116,58,52,43,50,51,57,50,47,60,51,43,52,51,57,63
cell117,48,43,47,50,63,55,40,54,55,61,56,54,63,58,53
cell118,42,56,51,51,59,56,41,42,55,38,49,57,62,53,39
cell119,57,53,49,41,42,48,45,44,50,45,49,55,56,56,45
cell120,52,57,42,71,59,53,54,49,39,40,51,50,42,56,55
cell121,46,48,41,58,55,60,45,47,46,53,61,39,43,54,42
cell122,60,50,42,53,37,50,65,46,53,46,62,51,44,53,54
cell123,52,51,59,46,41,40,56,53,56,37,41,55,38,53,39
cell124,48,49,49,60,47,44,54,56,55,49,51,45,46,48,47
cell125,55,59,47,64,52,39,48,54,45,46,60,53,52,42,55
cell126,58,48,54,65,47,65,42,47,50,55,45,56,52,51,53
cell127,56,63,54,50,50,41,37,50,64,58,42,59,63,49,49
cell128,47,45,53,60,57,50,48,55,47,53,39,49,53,49,50
cell129,58,61,49,52,51,52,60,46,61,54,38,53,47,38,40
cell130,43,40,46,55,52,38,57,40,40,40,46,46,52,49,55
cell131,48,46,50,41,44,53,61,61,40,50,36,54,43,56,55
cell132,46,52,45,51,51,53,52,53,52,50,44,31,57,52,51
cell133,40,54,53,52,46,48,56,47,48,39,36,61,47,62,48
cell134,47,53,43,45,48,51,46,64,47,54,61,62,50,45,51
cell135,41,35,57,53,54,52,39,57,55,41,36,38,46,51,59
cell136,50,47,55,54,56,69,64,48,46,45,41,48,47,60,46
cell137,44,57,47,36,42,50,52,52,58,45,49,58,40,48,54
cell138,60,48,51,38,59,51,38,45,54,41,49,52,55,58,55
cell139,55,52,64,58,52,59,55,48,46,54,41,56,58,55,47
cell140,57,42,55,56,55,46,36,58,54,43,45,49,66,50,48
cell141,43,55,62,52,53,54,47,42,55,42,50,42,51,49,50
cell142,53,49,66,55,45,39,49,58,54,37,47,43,48,48,48
cell143,49,54,48,60,41,46,42,49,56,43,47,52,44,60,52
cell144,41,52,53,53,69,56,40,50,50,42,46,41,53,46,51
cell145,42,52,44,41,57,62,44,51,51,53,55,41,56,33,60
cell146,47,49,69,41,48,35,51,54,45,47,49,40,56,54,44
cell147,51,62,51,49,32,47,60,37,50,39,54,51,43,59,56
cell148,49,46,44,54,48,42,58,42,43,61,48,52,42,42,48
cell149,65,30,60,48,46,50,43,53,39,55,52,39,50,44,70
cell150,38,44,48,59,57,57,56,51,39,46,58,57,51,51,42
cell151,49,48,55,53,32,52,44,56,43,55,49,51,60,63,55
cell152,66,45,42,58,52,50,51,55,47,49,46,45,58,46,52
cell153,37,56,37,54,59,48,53,42,67,43,64,55,38,43,44
cell154,54,49,50,60,44,38,54,44,60,54,44,55,60,27,48
cell155,56,52,39,45,42,60,62,56,55,67,38,56,52,54,55
cell156,61,34,48,38,48,54,45,61,54,43,47,52,36,43,41
cell157,51,46,50,46,55,41,62,52,40,53,56,42,43,53,50
cell158,49,56,50,44,46,46,53,48,48,32,48,43,52,40,46
cell159,55,37,50,37,50,54,44,51,32,46,58,56,54,40,51
cell160,59,41,58,44,45,45,34,57,39,51,58,41,49,49,45
cell161,57,45,45,57,62,44,52,31,44,59,40,50,48,39,61
cell162,48,53,61,53,60,50,55,51,44,46,49,52,57,46,49
cell163,46,45,40,46,39,47,58,48,41,59,41,44,43,52,44
cell164,46,51,48,52,53,52,37,68,51,43,43,54,64,47,46
cell165,42,49,40,45,54,48,52,46,56,47,49,57,48,59,49
cell166,35,51,61,44,66,34,51,55,35,57,57,48,53,48,48
cell167,42,37,57,61,62,52,44,54,57,47,53,55,43,47,43
cell168,41,47,36,51,30,49,48,56,43,48,58,48,67,56,56
cell169,48,48,47,45,46,50,40,49,46,59,56,54,61,45,51
cell170,55,40,47,46,67,58,65,51,61,57,52,54,46,58,52
cell171,49,45,51,68,47,59,36,49,49,40,61,51,44,46,42
cell172,47,55,49,58,51,52,49,44,47,34,48,48,47,44,38
cell173,48,57,51,45,50,43,52,53,50,40,42,45,44,47,46
cell174,62,37,61,45,38,52,49,56,36,48,55,61,58,55,47
cell175,46,45,50,29,55,43,62,54,54,44,44,58,45,53,62
cell176,55,51,43,73,45,57,52,48,45,48,57,44,47,49,52
cell177,42,59,55,38,53,49,57,36,42,43,56,48,57,44,52
cell178,46,50,44,50,44,51,61,37,61,42,60,55,48,49,56
cell179,41,41,47,57,45,53,56,50,47,44,58,51,34,63,48
cell180,48,49,61,46,53,44,48,49,51,36,59,48,49,48,60
cell181,72,39,51,57,44,52,43,44,69,40,40,47,54,40,49
cell182,53,57,42,49,45,48,41,41,45,44,56,56,43,49,43
cell183,41,61,46,70,52,39,42,44,49,42,39,73,61,45,59
cell184,52,38,48,62,57,60,61,53,37,64,43,51,59,41,47
cell185,46,50,51,55,46,67,51,57,41,54,50,57,57,58,48
cell186,33,57,47,49,59,45,39,45,51,59,55,53,48,55,66
cell187,59,53,51,59,35,52,61,44,51,46,53,52,56,48,39
cell188,55,59,53,62,49,58,54,53,40,59,48,46,55,50,50
cell189,45,49,48,39,64,31,53,50,53,58,34,48,51,48,51
cell190,50,52,50,52,42,47,53,53,53,50,40,62,51,59,55
cell191,49,47,40,54,53,47,47,47,46,52,49,47,44,46,46
cell192,48,59,51,46,50,36,52,58,53,47,60,54,45,57,54
cell193,44,51,49,62,66,37,49,35,54,49,46,47,50,51,52
cell194,57,70,58,43,47,57,57,41,51,43,43,51,44,56,49
cell195,38,46,54,50,43,66,47,48,47,42,45,49,46,32,55
cell196,42,45,52,53,62,44,46,41,57,60,53,45,45,56,47
cell197,59,52,62,33,60,61,49,51,49,44,63,62,52,45,36
cell198,51,40,40,55,76,52,57,47,44,44,47,45,40,42,44
cell199,51,44,54,51,52,52,52,60,56,63,49,50,44,50,56
cell200,44,53,41,57,58,33,61,49,46,45,48,48,48,40,51
cell201,50,51,48,52,48,58,59,36,44,51,49,57,45,50,50
cell202,54,58,45,45,54,45,59,56,57,44,50,56,52,44,52
cell203,58,62,55,44,56,58,50,42,57,43,46,45,53,48,45
cell204,43,46,54,52,53,49,58,37,47,62,51,56,56,51,52
cell205,55,52,45,62,51,49,57,42,50,53,49,48,64,51,45
cell206,44,51,45,61,40,45,40,55,46,49,45,54,51,41,41
cell207,54,48,44,50,61,57,57,51,50,43,54,43,41,59,46
cell208,39,50,44,46,45,47,51,36,56,41,54,61,48,48,53
cell209,44,50,47,73,44,64,45,43,54,44,40,40,42,34,54
cell210,57,56,42,44,63,50,49,57,66,53,54,40,61,43,62
cell211,53,44,49,42,34,46,58,47,47,60,48,60,53,47,53
cell212,37,34,44,63,40,53,41,49,53,45,53,36,55,47,44
cell213,44,50,55,39,41,43,54,59,49,44,36,50,61,53,49
cell214,51,46,58,63,50,54,69,47,52,50,33,46,43,46,51
cell215,43,57,45,48,42,56,52,60,48,49,53,41,50,41,51
cell216,41,54,54,60,57,61,39,47,47,53,55,50,54,55,70
cell217,47,39,47,55,53,58,59,58,43,49,43,49,50,59,52
cell218,50,50,43,38,59,47,56,53,52,44,37,52,43,62,52
cell219,45,48,48,53,47,44,48,57,48,57,45,52,51,51,46
cell220,49,49,48,35,45,47,45,50,66,45,53,55,45,42,51
cell221,62,56,52,58,58,44,55,58,47,54,45,41,45,56,58
cell222,44,53,64,44,50,48,29,52,46,52,64,56,45,51,44
cell223,49,52,41,43,55,49,41,53,47,49,48,57,54,53,45
cell224,47,51,61,48,47,51,48,49,47,46,38,50,55,57,40
cell225,44,47,52,46,58,46,56,46,41,54,38,47,46,50,51
cell226,52,36,51,49,53,53,45,47,47,62,38,47,54,51,47
cell227,44,50,49,48,59,54,50,55,56,54,44,65,47,36,45
cell228,47,51,52,55,47,48,51,48,52,49,58,57,59,51,41
cell229,53,44,41,51,67,52,53,42,54,43,45,47,53,45,41
cell230,46,53,53,57,46,38,34,45,42,57,57,53,49,47,54
cell231,51,39,52,54,48,44,45,37,47,58,55,40,48,45,39
cell232,49,40,43,58,58,51,49,38,41,54,61,39,51,53,63
cell233,58,61,56,57,45,46,50,47,47,47,50,41,53,51,47
cell234,51,52,57,54,47,57,51,58,49,45,63,58,46,54,45
cell235,56,61,45,61,48,40,48,55,48,49,48,56,53,45,59
cell236,55,52,53,45,45,35,48,42,58,48,56,56,38,41,46
cell237,37,59,50,41,66,51,46,47,46,50,42,39,42,52,57
cell238,43,48,50,52,54,65,44,42,62,46,45,53,34,50,58
cell239,54,52,44,42,55,52,59,49,51,48,48,61,54,38,57
cell240,51,51,56,54,44,47,51,49,54,52,50,54,50,66,60
cell241,51,58,43,57,51,52,52,46,45,50,49,51,49,45,49
cell242,57,43,49,53,42,52,62,45,57,53,47,48,41,44,52
cell243,63,56,50,49,47,51,55,48,50,50,57,51,47,41,55
cell244,49,51,56,60,44,52,36,49,49,53,54,47,54,42,37
cell245,41,48,41,41,45,44,54,45,55,51,37,53,51,47,53
cell246,61,39,49,50,53,53,39,45,53,52,59,42,53,48,48
cell247,59,55,52,49,43,51,50,38,44,52,58,40,54,47,44
cell248,47,46,58,38,51,54,51,50,47,49,49,45,47,48,53
cell249,50,49,52,46,48,66,52,55,41,50,47,46,53,48,48
cell250,41,44,53,42,56,49,52,56,49,50,50,56,45,59,54
cell251,49,56,48,41,58,53,58,52,47,37,53,65,48,52,54
cell252,61,40,43,47,60,53,57,43,50,48,51,48,46,45,39
cell253,50,47,54,61,37,48,52,45,56,47,52,49,58,44,53
cell254,48,49,60,53,50,55,49,58,45,51,47,43,39,50,47
cell255,52,56,51,41,61,45,44,58,58,45,61,56,39,50,47
cell256,58,49,61,41,61,53,51,51,50,57,52,51,47,49,54
cell257,51,50,44,48,40,47,55,49,58,43,39,50,48,52,62
cell258,64,57,39,36,46,52,49,49,64,48,44,50,57,41,61
cell259,44,44,55,55,48,58,55,45,39,68,51,53,46,59,48
cell260,62,52,43,58,49,57,46,51,59,69,50,58,65,53,42
cell261,47,48,46,61,47,43,48,43,67,50,37,46,64,49,51
cell262,39,59,45,62,54,39,48,51,58,51,55,47,54,40,35
cell263,50,51,48,47,53,44,42,40,43,50,58,54,52,44,42
cell264,51,42,55,46,42,47,45,61,52,44,40,39,42,57,50
cell265,54,45,44,44,39,53,56,45,56,47,54,47,62,52,52
cell266,53,50,43,66,52,42,51,48,50,56,61,45,53,37,61
cell267,51,48,43,49,49,37,54,40,56,51,69,56,51,48,47
cell268,61,38,53,50,46,39,36,47,41,49,52,38,40,50,48
cell269,42,42,41,55,41,55,47,72,58,39,61,42,54,38,57
cell270,52,47,36,56,65,45,46,47,35,51,51,62,41,66,60
cell271,45,43,47,45,57,61,52,41,51,50,38,60,51,64,52
cell272,53,43,52,47,51,50,53,57,39,35,44,49,68,45,46
cell273,48,47,50,47,52,40,38,53,52,48,54,50,57,54,53
cell274,57,39,40,52,55,48,58,63,55,46,52,48,54,41,41
cell275,57,58,49,48,46,43,43,65,48,57,53,63,46,45,51
cell276,44,44,52,45,47,42,57,52,51,49,50,48,45,50,61
cell277,41,52,41,49,48,48,44,46,47,54,36,50,53,51,44
cell278,51,52,46,55,64,44,44,53,54,49,37,50,43,49,59
cell279,39,58,44,39,52,47,53,45,30,39,39,35,64,44,39
cell280,48,55,48,58,63,53,52,42,39,46,45,48,34,42,52
cell281,63,47,65,51,56,50,43,45,46,54,67,56,59,43,42
cell282,48,50,38,56,32,57,52,45,59,47,67,44,49,58,51
cell283,49,73,53,52,54,50,47,47,51,54,37,51,46,50,43
cell284,60,54,55,41,59,45,45,52,54,56,41,46,47,59,55
cell285,42,55,49,58,51,50,51,43,46,47,48,47,53,61,58
cell286,37,43,52,72,49,53,46,53,60,36,49,55,39,57,50
cell287,52,36,44,38,46,40,55,44,56,41,51,54,51,56,57
cell288,54,50,43,46,50,53,47,39,51,58,49,43,52,40,54
cell289,54,34,50,43,41,48,47,51,36,50,54,40,59,45,36
cell290,55,55,51,59,49,51,53,44,52,56,44,45,46,56,52
cell291,55,55,47,51,41,41,51,65,42,56,42,49,60,41,60
cell292,50,49,51,46,38,56,43,51,57,54,54,55,48,52,56
cell293,46,54,62,39,46,53,45,42,50,41,48,55,38,46,59
cell294,60,42,42,46,57,49,45,40,44,49,49,60,42,45,45
cell295,48,52,50,57,45,50,37,56,43,53,54,44,66,55,55
cell296,42,47,52,59,46,46,46,50,54,55,42,45,61,55,36
cell297,43,45,32,56,60,56,46,46,40,58,48,59,51,48,50
cell298,51,62,54,51,49,49,58,46,43,56,52,44,40,35,49
cell299,48,52,50,51,49,46,55,47,55,53,49,44,51,44,46
cell300,52,50,53,34,54,56,41,44,44,46,57,50,57,50,50
cell301,46,60,50,59,41,45,49,45,50,45,42,57,53,53,41
cell302,61,58,57,47,49,34,60,43,56,39,48,46,55,49,51
cell303,51,52,48,34,43,39,58,57,47,43,58,45,40,42,47
cell304,36,47,40,42,58,50,51,49,57,56,51,51,52,40,49
cell305,51,55,37,49,54,47,48,57,48,43,49,49,38,50,55
cell306,63,47,35,39,44,48,47,49,57,62,50,52,61,40,47
cell307,48,51,50,50,49,53,51,63,40,47,56,54,42,51,46
cell308,53,56,54,51,58,54,51,52,54,51,54,51,52,49,55
cell309,49,42,48,43,32,44,64,50,66,59,59,58,51,45,46
cell310,58,38,44,50,39,49,62,42,47,56,41,44,41,58,54
cell311,58,54,45,42,54,50,41,52,60,50,58,43,46,62,42
cell312,46,40,46,42,48,32,38,57,39,59,67,45,42,57,60
cell313,45,53,50,39,67,43,52,43,43,59,54,58,45,54,55
cell314,45,52,51,38,52,49,49,58,52,47,51,60,55,53,58
cell315,48,46,58,50,46,51,45,43,47,66,53,36,50,50,40
cell316,53,55,42,55,47,46,51,47,35,45,46,47,39,43,66
cell317,34,43,62,54,55,51,58,55,48,33,73,54,49,55,54
cell318,50,56,55,38,39,56,48,57,59,56,54,61,45,48,47
cell319,60,60,46,49,42,45,64,43,51,46,43,55,52,52,48
cell320,57,57,47,47,54,54,49,48,51,46,60,49,50,49,33
cell321,55,44,65,43,54,37,45,40,42,42,34,55,39,45,52
cell322,60,47,67,39,57,50,39,47,54,48,54,40,48,50,51
cell323,36,50,44,54,46,54,62,56,42,46,41,44,48,50,55
cell324,39,46,56,52,55,46,51,38,55,55,47,49,48,45,55
cell325,38,52,52,49,50,57,50,46,47,49,46,53,53,56,44
cell326,45,41,47,35,40,33,53,54,57,49,45,48,52,47,57
cell327,44,39,66,58,45,41,56,47,45,48,51,42,49,47,51
cell328,56,48,64,49,51,44,58,53,54,44,36,54,40,50,47
cell329,43,65,52,39,54,52,49,47,64,45,43,43,44,53,51
cell330,45,45,69,59,44,54,44,66,42,47,53,49,36,45,40
cell331,44,49,56,54,48,47,55,66,49,51,45,61,43,51,57
cell332,53,45,46,56,49,45,53,64,53,43,48,48,50,52,49
cell333,47,41,42,43,47,56,48,54,45,44,57,43,42,48,52
cell334,46,43,48,40,53,50,60,57,41,48,48,37,48,39,56
cell335,51,64,49,60,53,51,44,52,56,54,61,53,56,57,60
cell336,61,43,58,48,55,50,56,48,48,44,37,55,46,53,50
cell337,44,51,48,48,54,53,48,42,62,54,54,60,51,69,42
cell338,43,48,48,47,46,49,62,52,51,51,49,41,49,56,50
cell339,51,50,49,43,52,42,42,44,42,44,46,55,52,50,46
cell340,55,45,54,58,39,43,51,54,61,53,57,49,38,52,40
cell341,49,57,63,46,59,48,44,50,47,53,48,42,59,44,50
cell342,55,43,56,55,44,50,40,55,44,43,48,48,43,41,52
cell343,57,47,39,42,40,45,48,58,48,43,57,37,45,51,55
cell344,43,40,48,61,41,51,54,47,54,48,48,49,57,51,47
cell345,50,50,50,45,44,40,33,54,62,50,44,50,52,45,42
cell346,37,57,27,47,43,36,52,45,48,57,55,53,53,59,42
cell347,40,45,52,56,39,52,48,48,38,49,60,55,48,61,49
cell348,52,47,48,45,45,56,48,44,68,40,41,47,48,52,42
cell349,58,33,54,56,59,44,55,37,50,55,53,50,51,50,35
cell350,48,52,43,48,46,46,54,52,62,53,56,50,43,52,48
cell351,61,46,61,48,57,45,54,56,47,55,44,56,51,53,51
cell352,34,66,52,52,59,53,47,54,53,48,47,62,45,52,47
cell353,51,48,53,44,48,42,47,55,43,48,52,47,52,50,56
cell354,47,49,50,56,38,46,51,62,56,56,44,55,57,51,48
cell355,52,42,47,50,70,52,58,52,38,61,58,57,41,49,54
cell356,60,60,59,52,44,64,43,53,50,44,61,60,47,47,48
cell357,46,40,42,40,67,58,54,47,45,51,43,44,50,56,66
cell358,50,54,64,45,62,44,53,39,56,46,55,42,47,56,60
cell359,50,61,43,39,49,52,48,38,37,51,53,35,52,57,51
cell360,57,50,55,51,65,51,39,56,41,64,52,50,57,56,56
cell361,42,45,50,49,59,44,50,48,54,53,56,43,55,52,55
cell362,50,57,52,54,48,59,39,53,58,48,52,56,54,53,43
cell363,52,52,51,57,46,33,41,51,55,42,44,48,56,45,49
cell364,49,39,51,53,66,62,48,50,54,52,40,54,35,53,42
cell365,52,61,41,47,56,53,56,52,45,46,39,58,48,44,54
cell366,48,33,50,45,59,46,52,58,52,54,59,51,50,64,44
cell367,49,48,49,49,58,42,54,45,48,44,49,59,48,46,52
cell368,53,46,46,48,45,52,54,45,52,58,48,51,32,52,44
cell369,59,42,47,44,62,54,50,55,53,61,46,52,49,56,50
cell370,56,64,56,57,42,54,57,47,56,46,61,41,48,52,44
cell371,48,47,37,42,48,52,46,54,56,37,53,38,43,63,37
cell372,60,49,52,36,44,60,57,54,52,46,60,57,48,33,47
cell373,45,50,42,48,46,49,41,31,44,59,60,48,45,43,42
cell374,52,40,56,47,37,54,56,47,58,55,47,61,51,56,51
cell375,52,51,51,45,34,48,50,63,50,47,57,40,44,49,78
cell376,50,42,46,64,55,51,51,51,44,61,54,41,47,42,43
cell377,44,53,43,41,47,57,60,56,45,59,38,45,43,51,45
cell378,56,49,52,42,40,68,61,52,49,60,43,43,54,54,49
cell379,60,49,58,45,56,51,44,48,47,49,52,45,55,45,50
cell380,62,45,57,65,42,56,47,41,44,50,39,54,42,45,47
cell381,49,56,46,59,63,38,55,46,47,58,50,45,49,61,54
cell382,54,58,54,53,55,45,44,42,55,39,56,31,41,58,36
cell383,51,55,56,60,51,35,61,53,45,49,48,40,42,51,56
cell384,56,48,51,52,64,48,53,45,60,56,52,41,41,48,58
cell385,50,45,48,67,49,39,44,48,44,50,44,60,43,47,38
cell386,60,46,44,53,37,47,58,47,51,48,45,47,53,53,49
cell387,55,48,53,57,52,46,60,42,62,58,48,53,46,49,41
cell388,50,66,51,39,39,74,48,45,54,51,49,50,46,46,53
cell389,50,59,42,48,48,59,49,60,59,51,54,54,42,48,43
cell390,52,54,38,54,46,38,55,53,60,46,52,46,51,50,40
cell391,49,51,56,57,39,57,50,47,64,63,54,51,52,45,53
cell392,57,49,48,51,53,40,49,50,53,44,44,44,51,67,41
cell393,54,47,50,54,38,61,57,51,50,47,41,39,38,61,47
cell394,62,47,69,48,45,55,56,48,60,59,47,60,44,56,61
cell395,35,48,38,48,60,51,36,43,42,64,52,60,46,62,48
cell396,58,48,43,47,45,46,60,55,57,48,55,34,44,47,46
cell397,47,62,47,52,41,45,41,60,44,47,60,50,56,49,58
cell398,52,43,57,38,43,52,33,38,61,52,60,55,57,52,47
cell399,53,57,61,68,49,47,43,53,62,58,39,52,46,50,55
cell400,46,50,48,53,62,40,62,46,57,44,53,43,53,51,59
cell401,49,59,62,48,51,52,43,51,50,32,51,51,35,59,51
cell402,49,44,46,59,42,51,48,49,53,46,52,49,58,47,61
cell403,54,55,59,53,53,46,48,49,50,57,55,48,48,61,56
cell404,47,42,53,43,45,47,49,54,50,57,59,54,48,44,53
cell405,41,50,49,51,47,40,48,56,56,45,57,54,53,65,51
cell406,61,57,38,44,42,42,54,40,47,53,56,53,48,43,51
cell407,43,59,57,39,47,50,37,51,47,53,57,59,48,53,50
cell408,35,42,54,49,60,47,55,42,51,50,59,41,58,51,33
