,mut15,mut1,mut2,mut3,mut4,mut5,mut6,mut7,mut8,mut9,mut10,mut11,mut12,mut13,mut14
cell95,41,49,45,42,52,43,52,48,54,51,62,46,45,51,45
cell96,55,55,33,47,46,64,35,40,70,52,55,56,50,47,56
cell97,50,57,39,51,49,49,51,63,32,49,35,57,54,51,55
cell98,60,39,57,59,36,50,43,47,58,61,57,59,52,43,52
cell99,43,57,60,35,51,52,46,48,55,56,48,58,46,55,45
cell100,46,58,49,55,48,47,50,45,53,46,61,55,51,52,49
cell101,56,54,53,58,37,42,45,51,42,50,64,51,60,56,55
cell102,51,58,51,40,51,47,44,44,46,51,52,56,42,48,55
cell103,61,54,55,56,42,52,53,48,48,45,44,50,52,58,52
cell104,56,48,54,55,47,47,48,47,41,45,55,46,46,48,48
cell105,42,69,59,50,53,56,40,45,45,43,50,50,46,43,51
cell106,55,50,59,47,46,45,55,47,68,46,41,46,52,53,50
cell107,43,55,51,53,47,43,52,50,68,48,52,60,56,49,50
cell108,39,41,59,36,48,55,42,39,55,41,53,50,49,47,40
cell109,51,51,61,50,48,51,42,48,47,49,50,58,54,60,41
cell110,46,48,56,54,46,50,75,44,56,46,50,42,50,46,59
cell111,58,53,39,46,56,49,50,51,51,58,43,54,55,55,48
cell112,54,64,47,47,47,52,53,43,65,52,58,50,51,56,60
cell113,52,40,56,45,46,59,42,37,44,49,62,48,55,44,43
cell114,50,53,61,49,50,54,38,43,52,40,45,52,48,43,52
cell115,63,55,48,45,54,52,49,49,50,49,40,52,61,66,33
cell116,49,50,50,52,45,57,56,53,50,56,44,39,54,48,45
cell117,48,46,56,53,66,42,53,53,46,43,55,50,51,42,52
cell118,58,58,45,63,42,42,64,39,64,45,50,56,59,53,58
cell119,41,50,48,47,53,38,50,51,49,39,42,44,52,47,54
cell120,52,64,48,55,49,54,45,55,41,45,42,50,49,55,70
cell121,56,50,51,39,49,49,48,63,51,51,46,56,43,43,51
cell122,65,46,46,58,56,50,54,46,49,59,55,49,53,50,65
cell123,50,51,49,55,55,57,38,62,41,53,41,42,43,45,51
cell124,52,54,49,47,49,53,48,42,49,41,49,39,55,40,56
cell125,40,49,52,48,49,47,44,46,46,39,46,52,63,54,62
cell126,59,49,35,44,67,42,48,52,50,41,37,59,46,47,46
cell127,30,58,46,48,44,45,45,34,49,40,53,46,58,39,39
cell128,42,62,50,50,62,46,38,54,41,48,49,51,44,52,44
cell129,51,43,44,37,42,42,52,42,54,44,49,52,45,39,50
cell130,47,36,39,51,51,59,44,55,41,63,43,44,53,37,46
cell131,48,61,52,60,54,42,44,40,51,57,55,59,53,52,55
cell132,57,39,53,49,53,48,55,44,42,50,65,56,48,53,63
cell133,49,62,61,59,50,38,46,58,57,52,45,38,42,49,44
cell134,42,51,63,44,62,58,39,45,50,54,47,58,43,39,53
cell135,35,53,48,42,48,42,49,45,57,50,48,42,39,44,50
cell136,47,38,41,57,65,37,62,44,47,55,49,41,56,46,36
cell137,52,40,55,56,51,44,29,57,46,52,59,43,50,58,35
cell138,49,61,61,57,59,46,55,45,52,39,57,45,56,48,47
cell139,50,57,38,46,41,61,54,51,41,52,63,50,48,64,44
cell140,56,46,54,53,57,57,52,48,51,51,62,46,54,54,59
cell141,60,47,52,53,32,41,52,54,46,51,46,43,54,44,40
cell142,46,50,45,57,63,67,53,49,53,56,51,42,36,46,53
cell143,49,39,44,45,64,65,49,43,53,52,52,56,51,40,56
cell144,50,63,55,59,61,52,48,46,45,47,37,40,53,50,50
cell145,63,50,52,45,63,47,53,55,55,50,50,43,47,47,53
cell146,50,57,45,57,56,57,58,54,60,46,47,45,35,50,48
cell147,49,48,47,41,47,52,49,39,45,45,44,49,59,55,53
cell148,40,52,42,64,49,47,54,38,39,54,58,46,40,56,63
cell149,43,58,50,45,56,53,55,57,41,54,51,51,41,55,43
cell150,58,44,62,69,37,42,51,52,46,52,49,51,39,45,49
cell151,42,55,50,62,52,37,35,48,59,47,48,53,45,38,46
cell152,48,61,45,51,52,54,40,41,51,36,56,54,53,47,40
cell153,38,45,53,57,48,51,37,51,52,54,63,45,41,57,45
cell154,45,55,47,55,53,48,44,47,56,51,50,40,38,57,59
cell155,51,57,50,59,53,51,46,61,46,53,62,52,45,42,58
cell156,52,55,44,52,52,58,45,46,37,53,46,54,49,48,42
cell157,46,57,58,55,45,60,57,56,44,45,49,49,48,58,55
cell158,54,49,41,60,59,56,53,41,42,47,45,61,47,55,58
cell159,43,41,48,62,54,48,52,54,51,43,54,48,43,53,61
cell160,53,50,53,49,48,63,48,42,49,60,46,52,47,49,37
cell161,51,57,43,52,46,43,63,54,56,55,45,51,43,58,58
cell162,43,48,47,58,52,48,55,53,48,51,48,49,52,47,58
cell163,47,48,42,54,45,46,47,47,49,56,37,48,43,39,36
cell164,48,55,47,45,58,49,61,44,50,48,53,44,46,55,43
cell165,45,57,53,56,48,58,53,48,58,56,53,37,47,56,57
cell166,57,44,57,35,50,45,56,43,48,42,40,49,54,59,59
cell167,50,53,43,47,61,42,42,41,55,57,50,49,33,51,49
cell168,66,43,56,59,51,63,61,54,34,43,59,67,47,45,51
cell169,39,45,47,47,51,50,49,48,44,51,57,56,55,48,61
cell170,55,55,55,36,68,54,46,51,46,54,54,49,57,48,42
cell171,53,49,57,41,51,66,48,57,55,46,53,63,55,47,72
cell172,56,45,45,53,53,57,52,50,49,42,44,54,47,52,43
cell173,43,51,61,48,54,49,59,49,54,54,50,54,39,52,49
cell174,54,38,64,39,51,49,49,49,58,46,43,42,43,47,53
cell175,50,61,48,51,48,51,56,57,54,46,52,52,59,47,53
cell176,38,51,38,32,51,63,58,51,42,50,46,53,45,55,49
cell177,34,57,51,55,51,53,53,53,55,42,53,52,63,60,44
cell178,48,42,39,42,48,52,57,64,38,51,52,53,42,42,51
cell179,58,56,42,47,48,47,44,42,59,52,42,48,56,57,38
cell180,43,50,67,53,59,56,52,44,44,40,55,49,51,51,63
cell181,59,45,60,63,39,44,38,52,44,54,49,57,54,39,61
cell182,46,47,54,49,64,55,47,39,49,44,46,44,57,43,41
cell183,48,58,39,46,47,53,50,59,57,42,59,53,47,52,49
cell184,53,55,44,48,57,46,63,57,62,57,48,44,36,60,52
cell185,59,65,57,48,36,53,56,50,46,55,53,57,49,53,41
cell186,50,45,47,51,64,43,48,40,52,51,47,60,57,47,46
cell187,55,51,43,48,51,58,46,40,42,52,40,52,55,62,38
cell188,45,48,51,53,48,49,60,55,48,58,47,45,52,58,48
cell189,64,52,37,49,47,42,50,41,40,39,48,52,52,43,59
cell190,53,49,42,50,49,47,42,44,60,49,67,55,57,49,50
cell191,51,44,52,50,53,62,45,46,45,43,40,57,54,54,59
cell192,58,43,55,48,59,43,51,54,56,55,42,39,41,50,49
cell193,43,48,48,40,56,42,56,43,49,47,54,47,52,45,54
cell194,66,57,65,49,50,43,52,54,51,51,44,50,49,44,46
cell195,63,42,43,52,47,49,43,59,64,56,64,37,51,42,43
cell196,46,45,38,42,50,54,52,54,40,28,56,53,46,46,53
cell197,59,43,41,51,57,38,46,49,44,46,58,37,48,40,48
cell198,66,43,56,65,50,55,52,57,46,56,53,44,54,50,48
cell199,35,54,46,60,54,61,56,45,50,58,52,50,40,48,54
cell200,56,50,48,56,51,49,59,69,53,59,42,48,46,46,50
cell201,59,49,46,53,53,36,49,52,56,55,36,54,39,47,56
cell202,46,59,63,44,60,48,60,47,55,41,46,48,43,32,51
cell203,46,56,55,43,54,44,44,50,56,46,59,56,53,51,50
cell204,40,56,45,56,55,45,53,43,42,47,54,57,51,44,43
cell205,47,46,57,57,55,51,41,56,40,41,60,53,35,39,49
cell206,64,51,47,64,47,56,58,49,56,50,43,52,48,46,53
cell207,54,44,49,49,42,48,58,41,61,46,53,76,56,50,48
cell208,52,50,52,52,42,66,49,62,44,52,49,51,52,59,47
cell209,52,51,46,62,44,41,38,52,48,51,47,49,43,55,59
cell210,56,49,58,55,46,54,55,52,53,53,49,57,49,50,60
cell211,44,47,42,59,36,47,38,51,41,55,54,48,53,50,37
cell212,40,40,42,52,35,36,66,45,50,44,39,45,37,42,43
cell213,66,50,50,55,38,48,54,41,54,56,55,42,54,49,52
cell214,38,43,47,50,37,44,49,53,44,47,45,46,48,56,58
cell215,50,41,54,49,35,56,55,49,56,49,58,56,50,50,56
cell216,32,47,47,48,50,51,56,60,51,41,42,55,46,66,55
cell217,50,37,52,40,46,54,55,40,51,52,57,55,46,47,57
cell218,52,50,47,47,53,55,60,50,50,47,38,42,48,58,44
cell219,58,52,64,54,56,38,67,45,57,49,58,49,65,37,61
cell220,45,57,43,55,36,53,51,55,43,37,52,36,41,53,57
cell221,37,50,52,52,47,48,48,63,44,50,62,55,57,35,58
cell222,43,65,51,53,46,50,39,50,58,62,51,41,54,43,47
cell223,45,46,62,51,56,60,44,54,62,49,45,56,58,47,51
cell224,45,61,40,51,32,48,51,49,53,42,44,58,59,45,55
cell225,72,44,54,48,47,50,47,55,54,38,56,36,51,52,55
cell226,44,45,42,53,52,45,44,46,53,46,40,36,45,56,40
cell227,44,53,57,44,49,54,51,51,44,50,43,45,39,44,49
cell228,56,47,65,52,50,44,51,57,50,59,58,39,51,45,57
cell229,45,58,49,48,49,47,34,55,44,36,46,59,46,52,50
cell230,42,60,48,52,67,52,45,53,53,49,41,52,48,53,55
cell231,66,64,67,62,51,57,45,52,47,66,62,42,42,52,52
cell232,52,58,52,46,47,47,60,53,48,52,53,60,50,45,43
cell233,38,48,55,36,44,49,52,53,54,52,64,54,37,43,56
cell234,44,57,63,43,44,54,46,54,41,59,47,42,52,45,56
cell235,55,44,57,46,44,44,55,30,37,50,47,44,59,42,56
cell236,50,45,48,39,34,64,48,56,57,63,54,41,37,52,42
cell237,42,39,62,65,42,37,39,46,38,48,63,49,46,58,52
cell238,44,62,64,48,56,47,47,49,49,56,47,41,60,53,49
cell239,54,48,52,46,43,54,58,43,52,52,53,46,48,51,46
cell240,33,48,60,67,53,67,52,49,46,37,44,46,41,52,64
cell241,43,61,53,51,39,44,48,51,58,52,38,52,56,54,42
cell242,47,57,40,55,58,51,51,40,50,45,40,45,43,46,50
cell243,53,45,49,50,60,47,40,48,50,50,59,58,63,51,56
cell244,44,41,57,42,56,71,51,55,49,40,33,55,50,52,61
cell245,61,42,43,52,54,60,34,59,61,49,49,42,55,53,53
cell246,52,55,47,51,38,42,47,38,46,41,42,48,62,66,43
cell247,43,44,43,53,41,56,36,43,48,47,50,49,59,58,49
cell248,47,39,59,55,55,37,65,62,40,44,49,38,58,58,51
cell249,52,53,59,44,54,49,55,47,43,47,44,42,44,43,61
cell250,60,65,49,46,55,45,55,46,62,51,53,54,56,57,52
cell251,52,50,54,72,65,45,46,48,40,33,48,47,44,47,50
cell252,52,59,37,55,71,52,60,60,53,43,45,64,43,46,51
cell253,57,37,44,46,67,47,60,34,66,48,38,51,40,48,55
cell254,50,36,37,40,52,48,41,43,51,58,46,52,48,52,48
cell255,50,55,47,46,48,50,62,58,56,55,68,50,43,49,54
cell256,52,45,60,50,53,50,48,55,56,56,40,59,58,40,47
cell257,51,43,53,63,43,57,56,50,70,46,47,44,68,52,46
cell258,44,53,45,47,41,60,34,47,45,67,49,58,54,51,66
cell259,36,56,42,38,46,44,59,39,53,59,54,63,55,46,45
cell260,47,55,40,42,57,60,46,44,50,38,39,56,49,58,53
cell261,52,55,59,51,67,38,43,45,40,47,49,55,48,44,55
cell262,51,49,61,53,59,50,51,54,56,58,51,46,45,53,44
cell263,43,44,37,47,58,57,45,39,62,37,55,57,54,49,53
cell264,47,41,61,47,51,47,43,52,43,50,50,40,47,59,46
cell265,42,50,48,60,52,51,52,65,47,59,46,50,47,46,50
cell266,55,55,46,53,44,48,55,58,60,48,54,66,55,43,62
cell267,48,46,43,48,50,62,51,51,51,54,57,52,53,56,50
cell268,54,44,40,59,46,48,56,51,37,40,47,55,48,51,61
cell269,58,46,47,49,58,57,51,57,50,48,41,47,47,51,53
cell270,39,45,47,51,58,56,50,54,51,53,51,56,50,40,46
cell271,58,56,41,44,56,60,53,57,53,44,50,47,58,48,42
cell272,40,39,41,37,47,57,43,52,46,57,53,49,42,38,58
cell273,55,52,41,47,44,41,66,54,75,49,55,60,46,35,36
cell274,52,47,55,47,61,46,46,49,50,49,43,48,44,74,47
cell275,57,47,60,44,56,57,51,43,47,51,46,49,48,45,47
cell276,63,32,58,35,59,44,52,48,56,53,42,50,55,59,63
cell277,51,45,34,47,50,47,36,60,52,47,46,56,54,48,56
cell278,33,58,64,47,60,40,54,50,55,46,53,56,45,42,57
cell279,48,47,34,61,48,46,43,51,53,42,58,48,51,48,52
cell280,59,48,53,53,63,54,48,49,39,43,45,60,47,47,41
cell281,50,55,50,48,53,55,59,53,44,55,56,46,59,53,52
cell282,54,45,31,53,67,50,47,37,61,46,44,61,66,53,55
cell283,45,52,44,42,46,54,56,48,43,49,56,49,59,46,51
cell284,38,41,50,56,38,44,54,42,51,45,47,52,48,54,42
cell285,53,58,51,48,48,59,45,42,50,49,53,53,45,38,50
cell286,61,60,44,40,43,50,48,47,49,40,47,42,56,56,57
cell287,65,43,53,44,51,51,54,36,45,51,44,46,57,49,37
cell288,47,53,56,50,53,62,49,37,43,53,55,56,50,44,50
cell289,39,51,42,37,59,45,54,57,60,46,53,45,48,39,46
cell290,39,54,43,52,56,47,58,45,52,53,60,39,60,46,56
cell291,57,44,51,53,65,47,44,55,51,48,42,46,57,55,57
cell292,50,54,42,53,40,44,60,49,51,41,60,44,45,40,52
cell293,47,53,36,46,55,55,55,53,71,59,55,50,55,47,46
cell294,42,64,51,53,57,46,49,47,55,64,50,41,41,52,54
cell295,53,60,48,58,55,52,44,55,49,46,48,54,49,43,39
cell296,41,51,52,51,45,54,49,49,49,52,49,47,50,61,47
cell297,56,45,49,54,51,51,62,50,58,50,54,54,48,47,57
cell298,54,63,52,48,40,43,44,40,61,43,52,49,42,55,47
cell299,48,51,54,53,46,44,43,44,43,43,56,47,48,43,63
cell300,58,57,52,51,43,58,48,47,49,57,46,44,56,50,51
cell301,47,56,43,49,52,44,57,53,46,51,54,48,46,49,47
cell302,55,52,56,51,47,55,62,50,47,46,46,52,47,52,38
cell303,46,49,43,56,46,48,54,50,41,45,61,46,55,58,57
cell304,49,46,42,49,56,52,58,52,66,50,56,52,44,46,42
cell305,55,44,56,64,58,49,45,31,40,57,57,45,65,49,45
cell306,42,45,52,46,27,50,41,58,50,45,50,61,40,51,46
cell307,54,52,46,62,43,53,46,46,55,48,49,43,41,54,52
cell308,56,57,54,43,55,46,41,42,37,46,33,54,55,61,45
cell309,61,47,53,51,50,44,49,47,51,44,44,47,52,55,41
cell310,53,37,54,62,46,61,48,43,49,39,41,48,57,56,42
cell311,54,49,44,52,40,45,51,52,53,57,52,58,49,50,44
cell312,45,45,59,48,49,52,55,38,56,49,50,57,43,54,63
cell313,50,54,50,51,47,46,58,42,57,36,61,58,38,57,45
cell314,44,47,46,43,47,34,43,42,59,44,45,33,45,59,52
cell315,46,45,54,51,48,44,41,57,39,63,59,53,46,44,49
cell316,54,63,44,48,57,46,53,56,50,44,50,49,44,42,57
cell317,62,43,37,59,55,47,51,53,47,52,40,58,43,57,68
cell318,48,52,50,43,46,53,38,52,50,43,49,57,52,58,56
cell319,40,56,55,47,34,59,49,57,50,56,51,47,50,42,53
cell320,55,55,40,49,49,53,65,47,47,47,57,55,67,54,50
cell321,46,52,49,52,56,59,50,54,51,46,50,53,44,46,46
cell322,63,46,41,59,46,55,49,45,46,49,53,51,48,62,43
cell323,53,53,54,52,56,54,51,58,53,38,64,60,67,49,42
cell324,40,43,44,46,54,56,52,56,52,44,56,42,52,44,47
cell325,43,51,53,45,58,48,69,38,56,47,41,41,56,39,58
cell326,54,58,50,43,43,46,51,43,44,53,50,53,49,40,55
cell327,52,63,54,52,48,42,59,46,51,41,54,53,43,41,41
cell328,51,57,46,42,64,39,39,53,44,55,51,52,63,42,53
cell329,54,54,53,53,58,50,44,55,35,43,47,53,50,47,71
cell330,58,47,51,46,65,55,51,55,47,47,40,39,57,56,62
cell331,51,57,49,46,50,44,38,45,36,66,48,45,43,53,58
cell332,41,49,48,62,42,38,45,54,48,44,60,58,44,52,56
cell333,64,50,40,48,39,43,48,45,60,46,64,59,58,57,50
cell334,40,52,42,47,42,42,46,50,42,55,51,44,50,51,48
cell335,54,52,55,57,46,48,49,55,56,43,45,56,40,46,49
cell336,49,51,37,48,52,49,49,48,39,45,61,38,47,33,51
cell337,48,57,48,50,52,59,43,57,50,49,51,45,44,54,46
cell338,49,45,54,58,38,53,56,49,40,42,51,52,58,44,47
cell339,52,40,54,63,61,56,40,44,35,41,49,40,55,40,61
cell340,58,46,54,42,50,39,38,55,44,48,59,46,59,49,54
cell341,58,63,48,58,57,38,50,53,39,50,56,34,63,56,47
cell342,41,56,43,52,48,50,48,47,44,42,44,58,50,54,57
cell343,54,49,61,55,64,47,48,55,59,55,45,51,49,52,53
cell344,42,53,49,63,61,47,44,53,48,43,59,49,53,49,49
cell345,51,47,51,48,50,50,47,70,63,62,47,37,54,53,63
cell346,45,53,49,58,46,45,34,61,48,52,44,39,58,57,54
cell347,51,47,41,56,60,62,65,44,54,44,45,54,57,44,57
cell348,55,48,58,46,51,46,65,51,53,36,59,62,51,41,54
cell349,54,64,73,54,43,40,49,52,56,43,47,58,50,58,52
cell350,49,58,46,37,44,40,61,48,51,50,49,66,41,48,44
cell351,46,43,53,57,53,42,47,45,49,51,57,48,53,51,47
cell352,54,35,48,42,63,52,52,52,50,43,47,38,45,53,46
cell353,60,47,43,53,42,48,52,55,39,55,54,54,59,44,60
cell354,46,48,48,41,42,43,31,60,52,59,39,48,45,37,57
cell355,46,51,43,59,59,45,49,54,45,51,67,43,59,56,51
cell356,51,37,58,50,39,40,47,55,68,45,41,56,44,59,49
cell357,60,51,42,43,55,50,52,55,37,44,44,41,51,44,50
cell358,45,51,59,39,65,51,50,52,54,58,54,45,42,51,52
cell359,51,53,44,52,47,54,53,62,41,45,45,60,53,41,53
cell360,41,45,53,38,42,71,48,52,50,42,49,53,67,65,42
cell361,58,55,66,54,53,42,44,51,44,57,41,40,47,54,44
cell362,59,51,47,45,46,48,49,49,60,55,53,46,62,53,52
cell363,54,59,55,41,50,54,54,55,41,54,55,46,58,39,42
cell364,50,45,46,50,57,50,34,64,51,43,52,52,52,64,48
cell365,47,61,46,49,59,51,48,42,51,40,44,54,55,52,52
cell366,43,45,61,63,53,49,55,52,52,51,59,45,47,58,44
cell367,41,59,48,42,59,48,52,35,51,52,46,44,49,55,42
cell368,47,52,45,50,54,60,59,36,58,48,48,51,45,50,48
cell369,45,52,64,51,44,53,62,46,51,60,42,58,44,52,57
cell370,59,43,54,58,49,42,47,53,41,47,58,42,45,56,49
cell371,38,52,48,53,62,61,53,56,51,44,70,56,63,49,49
cell372,46,46,67,58,57,71,48,58,59,56,36,39,46,49,56
cell373,44,34,42,63,59,52,41,39,51,48,52,55,58,57,61
cell374,53,46,39,57,41,56,40,48,46,56,55,41,51,45,48
cell375,53,52,48,36,57,49,52,61,55,54,43,46,48,55,49
cell376,40,40,45,47,61,57,53,47,39,44,59,45,53,44,57
cell377,47,47,46,55,51,39,36,48,39,47,61,55,38,60,55
cell378,59,57,51,57,57,46,46,43,61,50,49,65,46,60,53
cell379,49,62,54,54,55,54,66,42,55,42,48,47,52,44,49
cell380,32,37,49,57,39,48,57,49,53,50,47,62,50,55,52
cell381,61,35,58,60,55,51,54,33,42,52,60,46,42,40,43
cell382,53,53,61,51,53,62,51,43,51,46,54,48,41,53,50
cell383,42,47,52,49,56,45,52,51,42,43,53,41,30,46,53
cell384,47,58,46,50,49,38,44,59,53,58,51,43,40,48,43
cell385,52,50,46,54,42,59,58,52,42,44,60,44,52,63,40
cell386,42,45,43,52,53,57,56,35,52,54,49,56,47,46,47
cell387,43,44,44,50,54,47,55,56,57,44,52,64,46,54,54
cell388,47,47,56,50,48,44,36,57,47,56,56,40,40,51,54
cell389,45,53,54,52,45,57,50,54,57,41,51,42,52,55,65
cell390,60,59,65,53,57,38,46,63,46,74,48,44,53,63,50
cell391,46,62,37,46,64,47,52,63,43,54,52,51,46,45,61
cell392,54,38,61,65,56,66,52,45,46,56,48,50,57,43,37
cell393,52,54,41,68,49,48,49,45,46,44,62,41,52,48,50
cell394,53,40,39,51,41,51,46,59,38,54,36,38,49,65,39
cell395,54,39,49,48,43,50,54,45,46,46,57,42,49,49,59
cell396,47,52,63,46,47,48,59,57,60,62,49,48,52,42,57
cell397,47,41,48,67,60,48,56,69,49,45,55,64,55,45,47
cell398,38,57,57,48,60,43,48,45,43,41,48,59,40,57,56
cell399,43,52,41,38,40,52,43,45,54,49,49,43,45,59,51
cell400,47,57,46,61,53,41,47,52,46,61,49,49,67,47,53
cell401,51,54,54,53,54,62,45,52,51,49,46,53,37,46,55
cell402,58,44,52,38,41,56,49,43,46,54,62,52,50,57,59
cell403,36,55,47,44,56,57,59,60,50,59,49,59,50,50,55
cell404,52,40,45,38,49,54,40,51,49,49,53,39,50,57,55
cell405,46,44,56,50,62,65,37,63,37,66,57,51,50,50,51
cell406,43,48,48,40,60,46,54,56,52,54,53,48,51,43,60
cell407,41,57,52,39,62,53,51,53,64,48,47,61,38,57,47
cell408,35,63,41,47,37,64,51,50,47,31,48,46,51,55,42
